,adcode,address,adname,alias,biz_ext,biz_type,business_area,children,citycode,cityname,discount_num,distance,email,entr_location,event,exit_location,gridcode,groupbuy_num,id,importance,indoor_data,indoor_map,line_count,location,match,name,navi_poiid,pcode,photos,pname,poiweight,postcode,query_name,recommend,shopid,shopinfo,tag,tel,timestamp,type,typecode,website
BV10062475,510107,63路;77路;79路;92路;109路;114路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704412,0,BV10062475,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.060989,30.620148",0,人南立交西站(公交站),[],510000,[],四川省,[],[],人南立交西(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062476,510107,63路;79路;92路;93路;114路;G43路;社区巴士1006路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704411,0,BV10062476,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.056267,30.620638",0,二环玉林南路口站(公交站),[],510000,[],四川省,[],[],二环玉林南路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062477,510107,12路;59路;63路;79路;92路;93路;114路;502路;社区巴士1006路;社区巴士1023路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704420,0,BV10062477,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,9,"104.051422,30.622625",0,二环神仙树路口站(公交站),[],510000,[],四川省,[],[],二环神仙树路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062478,510107,10路;11路;92路;100路;111路;194路;211路;306路;高峰快线G39路,武侯区,[],"{'rating': [], 'cost': []}",[],高升桥,[],028,成都市,0,[],[],[],[],[],4504705310,0,BV10062478,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.041008,30.627892",0,永丰立交西站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5a46a5ffaa3c514a09e2bf5db5000c5c'}]",四川省,[],[],永丰立交西(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062479,510107,10路;11路;92路;100路;111路;141路;194路;207路;242路;306路;G59路;G61路;K1A线;K1线;K2A线;K2路二环外侧环线;社区巴士1027路;高峰快线G28路;高峰快线G39路,武侯区,[],"{'rating': [], 'cost': []}",[],高升桥,[],028,成都市,0,[],[],[],[],[],4504705222,0,BV10062479,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,9,"104.035591,30.631792",0,红牌楼东站(公交站),[],510000,[],四川省,[],[],红牌楼东(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062480,510107,1路;84路;807路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504704122,0,BV10062480,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.023750,30.622339",0,武阳大道三段站(公交站),[],510000,[],四川省,[],[],武阳大道三段(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062482,510104,120路;139路;147路;238路;432路;433路;824路;机场专线3号线,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702722,0,BV10062482,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.096939,30.605724",0,红砖桥站(公交站),[],510000,[],四川省,[],[],红砖桥(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062483,510104,120路;139路;147路;181路;238路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702721,0,BV10062483,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.093712,30.605856",0,高攀东路琉璃路口站(公交站),[],510000,[],四川省,[],[],高攀东路琉璃路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062484,510107,120路;139路;147路;181路;238路;824路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702622,0,BV10062484,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.085808,30.606649",0,高攀东路站(公交站),[],510000,[],四川省,[],[],高攀东路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062485,510107,120路;139路;147路;181路;238路;824路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702622,0,BV10062485,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,7,"104.084114,30.606958",0,高攀路口站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2693d86f6a2e883613301d7a2e16e477'}]",四川省,[],[],高攀路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062486,510107,19路;120路;121路;139路;147路;181路;238路;510路;社区巴士1070路,武侯区,[],"{'rating': [], 'cost': []}",[],桂溪,[],028,成都市,0,[],[],[],[],[],4504702621,0,BV10062486,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,9,"104.079674,30.608286",0,火车南站东路东站(公交站),[],510000,[],四川省,[],[],火车南站东路东(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062488,510107,35路;74路;139路;304路;1115路;社区巴士1112路,武侯区,[],"{'rating': [], 'cost': []}",[],桂溪,[],028,成都市,0,[],[],[],[],[],4504703512,0,BV10062488,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.074387,30.612019",0,棕树十街坊站(公交站),[],510000,[],四川省,[],[],棕树十街坊(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062489,510107,35路;139路;1115路;社区巴士1112路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504703522,0,BV10062489,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.072067,30.614489",0,新希望路中站(公交站),[],510000,[],四川省,[],[],新希望路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062491,510116,185路;社区巴士1017路,双流区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504606702,0,BV10062491,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.097084,30.550196",0,中和大道三段东站(公交站),[],510000,[],四川省,[],[],中和大道三段东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062493,510105,19路;35路;58路;82路;151路;165路;170路;社区巴士1024路;社区巴士1031路,青羊区,[],"{'rating': [], 'cost': []}",[],草堂,[],028,成都市,0,[],[],[],[],[],4504709212,0,BV10062493,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,9,"104.034378,30.662535",0,送仙桥站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0ead880bbdfb09582f9e3f52dda2c936'}]",四川省,[],[],送仙桥(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062495,510105,35路;82路;151路;165路;170路;1134路;G59路;社区巴士1031路,青羊区,[],"{'rating': [], 'cost': []}",[],草堂,[],028,成都市,0,[],[],[],[],[],4504709112,0,BV10062495,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,7,"104.022972,30.662331",0,青华路西站(公交站),[],510000,[],四川省,[],[],青华路西(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062496,510105,77路;111路;151路;165路;211路,青羊区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504708122,0,BV10062496,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.021683,30.656137",0,二环清水河站(公交站),[],510000,[],四川省,[],[],二环清水河(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062499,510107,165路;249路;社区巴士1045路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504705020,0,BV10062499,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.002396,30.632036",0,顺和街武侯大道口站(公交站),[],510000,[],四川省,[],[],顺和街武侯大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062503,510107,165路;249路;427路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4503777920,0,BV10062503,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.990967,30.648169",0,果丰站(公交站),[],510000,[],四川省,[],[],果丰(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062504,510107,165路;208路;243路;427路;社区巴士1028路,武侯区,[],"{'rating': [], 'cost': []}",[],双楠,[],028,成都市,0,[],[],[],[],[],4504707110,0,BV10062504,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.013771,30.647091",0,龙华北路站(公交站),[],510000,[],四川省,[],[],龙华北路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062509,510104,3路;77路;181路;1044路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702801,0,BV10062509,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.105400,30.600916",0,经天中路站(公交站),[],510000,[],四川省,[],[],经天中路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062510,510104,3路;77路;181路;1044路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702811,0,BV10062510,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.104546,30.603207",0,皇经社区站(公交站),[],510000,[],四川省,[],[],皇经社区(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062511,510104,3路;77路;181路;1044路,锦江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504702712,0,BV10062511,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,4,"104.099617,30.602947",0,经天路站(公交站),[],510000,[],四川省,[],[],经天路(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062512,510104,18路;152路;172路;181路;433路,锦江区,[],"{'rating': [], 'cost': []}",[],柳江,[],028,成都市,0,[],[],[],[],[],4504702711,0,BV10062512,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.095024,30.603319",0,琉璃场站(公交站),[],510000,[],四川省,[],[],琉璃场(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062514,510106,36路;48路;88路;119路;209路;G88路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604006210,0,BV10062514,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.028893,30.721863",0,西华大道华丰路口站(公交站),[],510000,[],四川省,[],[],西华大道华丰路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062515,510106,119路;712路;715路;727路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603170912,0,BV10062515,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.998749,30.754141",0,西华大道北站(公交站),[],510000,[],四川省,[],[],西华大道北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062519,510106,29路;111路;158路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603075812,0,BV10062519,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.986023,30.712013",0,金科苑站(公交站),[],510000,[],四川省,[],[],金科苑(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062521,510107,1路;26路;28路;82路;93路;109路;334路;335路;340路;社区巴士1025路;社区巴士1126路,武侯区,[],"{'rating': [], 'cost': []}",[],小天竺,[],028,成都市,0,[],[],[],[],[],4504707402,0,BV10062521,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,10,"104.058487,30.643911",0,浆洗街站(公交站),[],510000,[],四川省,[],[],浆洗街(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062522,510107,26路;28路;93路;109路;340路;G56路;G68路,武侯区,[],"{'rating': [], 'cost': []}",[],小天竺,[],028,成都市,0,[],[],[],[],[],4504706411,0,BV10062522,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.054848,30.638430",0,洗面桥街站(公交站),[],510000,[],四川省,[],[],洗面桥街(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062523,510107,12路;26路;247路,武侯区,[],"{'rating': [], 'cost': []}",[],紫荆,[],028,成都市,0,[],[],[],[],[],4504703322,0,BV10062523,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.047943,30.616068",0,神仙树南路北站(公交站),[],510000,[],四川省,[],[],神仙树南路北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062524,510107,12路;26路;61路;502路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504701302,0,BV10062524,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.047203,30.593464",0,剑南大道北段北站(公交站),[],510000,[],四川省,[],[],剑南大道北段北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062525,510107,12路;26路;40路;61路;187路;502路;814A路;814路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504700322,0,BV10062525,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,7,"104.047066,30.589306",0,剑南大道府城大道口站(公交站),[],510000,[],四川省,[],[],剑南大道府城大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062528,510107,26路;84路;184路;220路;(停运)1127路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504609401,0,BV10062528,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.055801,30.575335",0,锦城大道中站(公交站),[],510000,[],四川省,[],[],锦城大道中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062529,510107,26路;84路;115路;162路;184路;188路;236路;505路;515路;(停运)815A路;(停运)1127路;(停运)1128路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504609402,0,BV10062529,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.059998,30.576761",0,益州大道锦城大道口站(公交站),[],510000,[],四川省,[],[],益州大道锦城大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062530,510107,26路;84路;115路;162路;184路;188路;236路;505路;515路;高峰快线G25路;(停运)815A路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504608422,0,BV10062530,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,8,"104.059525,30.572527",0,益州大道锦悦西路口站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4b8872d0e9cb867c95da2d6b2d4a81ab'}]",四川省,[],[],益州大道锦悦西路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062531,510107,26路;84路;115路;162路;188路;236路;505路;515路;801路;(停运)815A路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504607401,0,BV10062531,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.056786,30.560982",0,益州大道中段北站(公交站),[],510000,[],四川省,[],[],益州大道中段北(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062532,510107,26路;131路;185路;203A路;403路;817路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504606401,0,BV10062532,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.055763,30.551342",0,天府二街益州大道口站(公交站),[],510000,[],四川省,[],[],天府二街益州大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062533,510107,26路;131路;185路;403路;817路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504606400,0,BV10062533,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,5,"104.053261,30.551315",0,天府二街中站(公交站),[],510000,[],四川省,[],[],天府二街中(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062536,510107,26路;203A路;236路;505路;(停运)815A路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504606421,0,BV10062536,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.056810,30.556444",0,益州大道盛邦街口站(公交站),[],510000,[],四川省,[],[],益州大道盛邦街口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062537,510114,24路;168路;316路;530路;656路;657路;672路;678路;690路;D1A路;D1路外环;X47路;X63路,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604101420,0,BV10062537,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,7,"104.051216,30.765591",0,大丰客运站(公交站),[],510000,[],四川省,[],[],大丰客运站(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062560,510114,15路;46路;50路;651路;G89路;X47路;高峰快线G24路;高峰快线G26路;高峰快线G38路,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604100620,0,BV10062560,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.075867,30.756271",0,大天路口站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9e8c54855e5a6d6bc2f5e3b87641f20b'}]",四川省,[],[],大天路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062561,510114,15路;129路;169路;657路;X47路;大丰D4路;新都D2路;高峰快线G26路,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604101502,0,BV10062561,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.071388,30.758827",0,大天路东站(公交站),[],510000,[],四川省,[],[],大天路东(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062562,510114,15路;129路;169路;653路;657路;G89路;X47路;大丰D4路;高峰快线G26路,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604101501,0,BV10062562,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.067421,30.758715",0,先驱大道路口站(公交站),[],510000,[],四川省,[],[],先驱大道路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062563,510114,15路;129路;169路;653路;657路;D1路外环;G89路;X47路;大丰D4路;新都D2路;高峰快线G26路,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604101500,0,BV10062563,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.064148,30.758762",0,大天路中站(公交站),[],510000,[],四川省,[],[],大天路中(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062565,510114,15路;129路;169路;653路;657路;D1A路;D1路外环;G89路;X47路;大丰D4路;新都D2路;高峰快线G26路,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604101401,0,BV10062565,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,6,"104.056038,30.758936",0,三元大道站(公交站),[],510000,[],四川省,[],[],三元大道(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062566,510106,9路;110路;169路;527路;653路;高峰快线G24路;高峰快线G35路,金牛区,[],"{'rating': [], 'cost': []}",[],天回,[],028,成都市,0,[],[],[],[],[],4604101920,0,BV10062566,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,5,"104.113052,30.766115",0,天回镇站(公交站),[],510000,[],四川省,[],[],天回镇(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062567,510106,169路;653路;高峰快线G24路;高峰快线G35路,金牛区,[],"{'rating': [], 'cost': []}",[],天回,[],028,成都市,0,[],[],[],[],[],4604102811,0,BV10062567,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.105675,30.770325",0,石门社区站(公交站),[],510000,[],四川省,[],[],石门社区(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062568,510106,110路;527路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604103710,0,BV10062568,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.089203,30.779675",0,幸福桥站(公交站),[],510000,[],四川省,[],[],幸福桥(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062569,510106,110路;527路;672路;X47路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604103611,0,BV10062569,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,4,"104.082405,30.779215",0,太华社区站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1c7f9532eb05e5f0804b5101420af8cb'}]",四川省,[],[],太华社区(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062571,510106,103路;530路,金牛区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604009410,0,BV10062571,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.051392,30.744835",0,古柏五组站(公交站),[],510000,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/bb95afc28251186f860796f58a994f93'}]",四川省,[],[],古柏五组(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062572,510106,178路;245路;530路,金牛区,[],"{'rating': [], 'cost': []}",[],沙河源,[],028,成都市,0,[],[],[],[],[],4604007422,0,BV10062572,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.058449,30.732405",0,泉水路北站(公交站),[],510000,[],四川省,[],[],泉水路北(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062574,510106,24路;52路;59路;103路;142路;191路;316路;社区巴士1037路,金牛区,[],"{'rating': [], 'cost': []}",[],五块石,[],028,成都市,0,[],[],[],[],[],4604004501,0,BV10062574,[],"{'cpid': [], 'floor': [], 'truefloor': []}",0,5,"104.067482,30.702774",0,五块石站(公交站),[],510000,[],四川省,[],[],五块石(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062583,510113,601路,青白江区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604128111,0,BV10062583,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.266739,30.820625",0,龙虎路口站(公交站),[],510000,[],四川省,[],[],龙虎路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062586,510114,601路;602路;652路,新都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604114821,0,BV10062586,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.232857,30.790503",0,泰兴路口站(公交站),[],510000,[],四川省,[],[],泰兴路口(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062593,510117,17路;183路;705路;762路;(停运)1082路,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603078711,0,BV10062593,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"103.966728,30.737217",0,西芯大道站(公交站),[],510000,[],四川省,[],[],西芯大道(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062594,510117,17路;183路;705路;(停运)1082路,郫都区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4603078720,0,BV10062594,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"103.963226,30.740391",0,西芯大道迪康大道口站(公交站),[],510000,[],四川省,[],[],西芯大道迪康大道口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062600,510108,14路;87路;204A路;204路,成华区,[],"{'rating': [], 'cost': []}",[],龙潭,[],028,成都市,0,[],[],[],[],[],4604014500,0,BV10062600,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,3,"104.188591,30.701529",0,龙潭工业园(公交站),[],510000,[],四川省,[],[],龙潭工业园公交站(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062602,510108,87路;128路;204路,成华区,[],"{'rating': [], 'cost': []}",[],龙潭,[],028,成都市,0,[],[],[],[],[],4604013422,0,BV10062602,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.184578,30.699787",0,双龙路华实路口站(公交站),[],510000,[],四川省,[],[],双龙路华实路口(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062608,510108,204A路;860路,成华区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4604011722,0,BV10062608,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,2,"104.220871,30.681711",0,平丰村站(公交站),[],510000,[],四川省,[],[],平丰村(公交站),0,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
BV10062612,510107,171B路;188路;203A路;240A路;240B路;298路夜间专线;501路;503A路;503路;504路;506路;509路;514路;1096路社区巴士;G90路;高峰快线G32路;高峰快线G79路;高峰快线G84路;(停运)1096路,武侯区,[],"{'rating': [], 'cost': []}",[],[],[],028,成都市,0,[],[],[],[],[],4504606501,0,BV10062612,[],"{'cpid': [], 'floor': [], 'truefloor': [], 'cmsid': []}",0,9,"104.070053,30.551472",0,天府大道中段中站(公交站),[],510000,[],四川省,[],[],天府大道中段中(公交站),3,[],2,[],[],[],交通设施服务;公交车站;公交车站相关,150700,[]
